ConceptScheme,Concept,prefLabel,sortorder
"ISCO88_Ganzeboom","8250","printing- binding- & paper-products machine operators",451
"ISCO88_Ganzeboom","8251","printing-machine operators",452
"ISCO88_Ganzeboom","8252","bookbinding-machine operators",453
"ISCO88_Ganzeboom","8253","paper-products machine operators",454
"ISCO88_Ganzeboom","8260","textile- fur- & leather-products machine operators",455
"ISCO88_Ganzeboom","8261","fibre-preparing-, spinning- & windingmachine operators",456
"ISCO88_Ganzeboom","8262","weaving- & knitting-machine operators",457
"ISCO88_Ganzeboom","8263","sewing-machine operators",458
"ISCO88_Ganzeboom","8264","bleaching- dyeing- & cleaning-machine operators",459
"ISCO88_Ganzeboom","8265","fur- & leather-preparing-machine operators",460
"ISCO88_Ganzeboom","8266","shoemaking- etc machine operators",461
"ISCO88_Ganzeboom","8269","textile- fur- & leather-products machine operators nec",462
"ISCO88_Ganzeboom","8270","food etc products machine operators",463
"ISCO88_Ganzeboom","8271","meat- & fish-processing-machine operators",464
"ISCO88_Ganzeboom","8272","dairy-products machine operators",465
"ISCO88_Ganzeboom","8273","grain- & spice-milling-machine operators",466
"ISCO88_Ganzeboom","8274","baked-goods cereal & chocolate-products machine operators",467
"ISCO88_Ganzeboom","8275","fruit- vegetable- & nut-processing-machine operators",468
"ISCO88_Ganzeboom","8276","sugar production machine operators",469
"ISCO88_Ganzeboom","8277","tea- coffee- & cocoa-processing-machine operators",470
"ISCO88_Ganzeboom","8278","brewers- wine & other beverage machine operators",471
"ISCO88_Ganzeboom","8279","tobacco production machine operators",472
"ISCO88_Ganzeboom","8280","assemblers",473
"ISCO88_Ganzeboom","8281","mechanical-machinery assemblers",474
"ISCO88_Ganzeboom","8282","electrical-equipment assemblers",475
"ISCO88_Ganzeboom","8283","electronic-equipment assemblers",476
"ISCO88_Ganzeboom","8284","metal- rubber- & plastic-products assemblers",477
"ISCO88_Ganzeboom","8285","wood etc products assemblers",478
"ISCO88_Ganzeboom","8286","paperboard textile etc products assemblers",479
"ISCO88_Ganzeboom","8290","other machine operators & assemblers",480
"ISCO88_Ganzeboom","8300","drivers & mobile-plant operators",481
"ISCO88_Ganzeboom","8310","locomotive-engine drivers etc workers",482
"ISCO88_Ganzeboom","8311","locomotive-engine drivers",483
"ISCO88_Ganzeboom","8312","railway brakers signallers & shunters",484
"ISCO88_Ganzeboom","8320","motor-vehicle drivers",485
"ISCO88_Ganzeboom","8321","motor-cycle drivers",486
"ISCO88_Ganzeboom","8322","car taxi & van drivers",487
"ISCO88_Ganzeboom","8323","bus & tram drivers",488
"ISCO88_Ganzeboom","8324","heavy truck & lorry drivers",489
"ISCO88_Ganzeboom","8330","agricultural & other mobile-plant operators",490
"ISCO88_Ganzeboom","8331","motorised farm & forestry plant operators",491
"ISCO88_Ganzeboom","8332","earth-moving- etc plant operators",492
"ISCO88_Ganzeboom","8333","crane hoist etc plant operators",493
"ISCO88_Ganzeboom","8334","lifting-truck operators",494
"ISCO88_Ganzeboom","8340","ships deck crews etc workers",495
"ISCO88_Ganzeboom","8400","[semiskld worker nfs]",496
"ISCO88_Ganzeboom","9000","elementary occupations",497
"ISCO88_Ganzeboom","9100","sales & services elementary occupations",498
"ISCO88_Ganzeboom","9110","street vendors etc workers",499
"ISCO88_Ganzeboom","9111","street food vendors",500
"ISCO88_Ganzeboom","9112","street vendors non-food products",501
"ISCO88_Ganzeboom","9113","door-to-door & telephone salespersons",502
"ISCO88_Ganzeboom","9120","street services elementary occupations",503
"ISCO88_Ganzeboom","9130","domestic etc helpers cleaners & launderers",504
"ISCO88_Ganzeboom","9131","domestic helpers & cleaners",505
"ISCO88_Ganzeboom","9132","helpers & cleaners in establishments",506
"ISCO88_Ganzeboom","9133","hand-launderers & pressers",507
"ISCO88_Ganzeboom","9140","building caretakers, window etc cleaners",508
"ISCO88_Ganzeboom","9141","building caretakers",509
"ISCO88_Ganzeboom","9142","vehicle, window etc cleaners",510
"ISCO88_Ganzeboom","9150","messengers, porters, doorkeepers etc workers",511
"ISCO88_Ganzeboom","9151","messengers package & luggage porters & deliverers",512
"ISCO88_Ganzeboom","9152","doorkeepers watchpersons etc workers",513
"ISCO88_Ganzeboom","9153","vending-machine money collectors meter readers etc workers",514
"ISCO88_Ganzeboom","9160","garbage collectors etc labourers",515
"ISCO88_Ganzeboom","9161","garbage collectors",516
"ISCO88_Ganzeboom","9162","sweepers etc labourers",517
"ISCO88_Ganzeboom","9200","agricultural, fishery etc labourers",518
"ISCO88_Ganzeboom","9210","agricultural, fishery etc labourers",519
"ISCO88_Ganzeboom","9211","farm-hands & labourers",520
"ISCO88_Ganzeboom","9212","forestry labourers",521
"ISCO88_Ganzeboom","9213","fishery hunting & trapping labourers",522
"ISCO88_Ganzeboom","9300","labourers in mining, construction, manufacturing & transport",523
"ISCO88_Ganzeboom","9310","mining & construction labourers",524
"ISCO88_Ganzeboom","9311","mining & quarrying labourers",525
"ISCO88_Ganzeboom","9312","construction & maintenance labourers: roads dams etc",526
"ISCO88_Ganzeboom","9313","building construction labourers",527
"ISCO88_Ganzeboom","9320","manufacturing labourers",528
"ISCO88_Ganzeboom","9321","assembling labourers",529
"ISCO88_Ganzeboom","9322","hand packers & other manufacturing labourers",530
"ISCO88_Ganzeboom","9330","transport labourers & freight handlers",531
"ISCO88_Ganzeboom","9331","hand or pedal vehicle drivers",532
"ISCO88_Ganzeboom","9332","drivers of animal-drawn vehicles & machinery",533
"ISCO88_Ganzeboom","9333","freight handlers",534
"ISCO88_Ganzeboom","0110","[armed forces]",535
