"ConceptScheme","Concept","prefLabel","sortorder"
"ISCO-88_ILO","8139","Glass, ceramics and related plant operators not elsewhere classified",421
"ISCO-88_ILO","814","WOOD-PROCESSING- AND PAPERMAKING-PLANT OPERATORS",422
"ISCO-88_ILO","8141","Wood-processing-plant operators",423
"ISCO-88_ILO","8142","Paper-pulp plant operators",424
"ISCO-88_ILO","8143","Papermaking-plant operators",425
"ISCO-88_ILO","815","CHEMICAL-PROCESSING-PLANT OPERATORS",426
"ISCO-88_ILO","8151","Crushing-, grinding- and chemical-mixing-machinery operators",427
"ISCO-88_ILO","8152","Chemical-heat-treating-plant operators",428
"ISCO-88_ILO","8153","Chemical-filtering- and separating-equipment operators",429
"ISCO-88_ILO","8154","Chemical-still and reactor operators (except petroleum and natural gas)",430
"ISCO-88_ILO","8155","Petroleum- and natural-gas-refining-plant operators",431
"ISCO-88_ILO","8159","Chemical-processing-plant operators not elsewhere classified",432
"ISCO-88_ILO","816","POWER-PRODUCTION AND RELATED PLANT OPERATORS",433
"ISCO-88_ILO","8161","Power-production plant operators",434
"ISCO-88_ILO","8162","Steam-engine and boiler operators",435
"ISCO-88_ILO","8163","Incinerator, water-treatment and related plant operators",436
"ISCO-88_ILO","817","AUTOMATED-ASSEMBLY-LINE AND INDUSTRIAL-ROBOT OPERATORS",437
"ISCO-88_ILO","8171","Automated-assembly-line operators",438
"ISCO-88_ILO","8172","Industrial-robot operators",439
"ISCO-88_ILO","82","MACHINE OPERATORS AND ASSEMBLERS",440
"ISCO-88_ILO","821","METAL- AND MINERAL-PRODUCTS MACHINE OPERATORS",441
"ISCO-88_ILO","8211","Machine-tool operators",442
"ISCO-88_ILO","8212","Cement and other mineral products machine operators",443
"ISCO-88_ILO","822","CHEMICAL-PRODUCTS MACHINE OPERATORS",444
"ISCO-88_ILO","8221","Pharmaceutical- and toiletry-products machine operators",445
"ISCO-88_ILO","8222","Ammunition- and explosive-products machine operators",446
"ISCO-88_ILO","8223","Metal finishing-, plating- and coating-machine operators",447
"ISCO-88_ILO","8224","Photographic-products machine operators",448
"ISCO-88_ILO","8229","Chemical-products machine operators not elsewhere classified",449
"ISCO-88_ILO","823","RUBBER- AND PLASTIC-PRODUCTS MACHINE OPERATORS",450
"ISCO-88_ILO","8231","Rubber-products machine operators",451
"ISCO-88_ILO","8232","Plastic-products machine operators",452
"ISCO-88_ILO","824","WOOD-PRODUCTS MACHINE OPERATORS",453
"ISCO-88_ILO","8240","Wood-products machine operators",454
"ISCO-88_ILO","825","PRINTING-, BINDING- AND PAPER-PRODUCTS MACHINE OPERATORS",455
"ISCO-88_ILO","8251","Printing-machine operators",456
"ISCO-88_ILO","8252","Bookbinding-machine operators",457
"ISCO-88_ILO","8253","Paper-products machine operators",458
"ISCO-88_ILO","826","TEXTILE-, FUR- AND LEATHER-PRODUCTS MACHINE OPERATORS",459
"ISCO-88_ILO","8261","Fibre-preparing-, spinning- and winding-machine operators",460
"ISCO-88_ILO","8262","Weaving- and knitting-machine operators",461
"ISCO-88_ILO","8263","Sewing-machine operators",462
"ISCO-88_ILO","8264","Bleaching-, dyeing- and cleaning-machine operators",463
"ISCO-88_ILO","8265","Fur and leather-preparing-machine operators",464
"ISCO-88_ILO","8266","Shoemaking- and related machine operators",465
"ISCO-88_ILO","8269","Textile-, fur- and leather-products machine operators not elsewhere classified",466
"ISCO-88_ILO","827","FOOD AND RELATED PRODUCTS MACHINE OPERATORS",467
"ISCO-88_ILO","8271","Meat- and fish-processing-machine operators",468
"ISCO-88_ILO","8272","Dairy-products machine operators",469
"ISCO-88_ILO","8273","Grain- and spice-milling-machine operators",470
"ISCO-88_ILO","8274","Baked-goods, cereal and chocolate-products machine operators",471
"ISCO-88_ILO","8275","Fruit-, vegetable- and nut-processing-machine operators",472
"ISCO-88_ILO","8276","Sugar production machine operators",473
"ISCO-88_ILO","8277","Tea-, coffee-, and cocoa-processing-machine operators",474
"ISCO-88_ILO","8278","Brewers, wine and other beverage machine operators",475
"ISCO-88_ILO","8279","Tobacco production machine operators",476
"ISCO-88_ILO","828","ASSEMBLERS",477
"ISCO-88_ILO","8281","Mechanical-machinery assemblers",478
"ISCO-88_ILO","8282","Electrical-equipment assemblers",479
"ISCO-88_ILO","8283","Electronic-equipment assemblers",480
"ISCO-88_ILO","8284","Metal-, rubber- and plastic-products assemblers",481
"ISCO-88_ILO","8285","Wood and related products assemblers",482
"ISCO-88_ILO","8286","Paperboard, textile and related products assemblers",483
"ISCO-88_ILO","829","OTHER MACHINE OPERATORS AND ASSEMBLERS",484
"ISCO-88_ILO","8290","Other machine operators and assemblers",485
"ISCO-88_ILO","83","DRIVERS AND MOBILE-PLANT OPERATORS",486
"ISCO-88_ILO","831","LOCOMOTIVE-ENGINE DRIVERS AND RELATED WORKERS",487
"ISCO-88_ILO","8311","Locomotive-engine drivers",488
"ISCO-88_ILO","8312","Railway brakers, signallers and shunters",489
"ISCO-88_ILO","832","MOTOR-VEHICLE DRIVERS",490
"ISCO-88_ILO","8321","Motor-cycle drivers",491
"ISCO-88_ILO","8322","Car, taxi and van drivers",492
"ISCO-88_ILO","8323","Bus and tram drivers",493
"ISCO-88_ILO","8324","Heavy-truck and lorry drivers",494
"ISCO-88_ILO","833","AGRICULTURAL AND OTHER MOBILE-PLANT OPERATORS",495
"ISCO-88_ILO","8331","Motorised farm and forestry plant operators",496
"ISCO-88_ILO","8332","Earth-moving- and related plant operators",497
"ISCO-88_ILO","8333","Crane, hoist and related plant operators",498
"ISCO-88_ILO","8334","Lifting-truck operators",499
"ISCO-88_ILO","834","SHIPS' DECK CREWS AND RELATED WORKERS",500
"ISCO-88_ILO","8340","Ships' deck crews and related workers",501
"ISCO-88_ILO","9","ELEMENTARY OCCUPATIONS",502
"ISCO-88_ILO","91","SALES AND SERVICES ELEMENTARY OCCUPATIONS",503
"ISCO-88_ILO","911","STREET VENDORS AND RELATED WORKERS",504
"ISCO-88_ILO","9111","Street food vendors",505
"ISCO-88_ILO","9112","Street vendors, non-food products",506
"ISCO-88_ILO","9113","Door-to-door and telephone salespersons",507
"ISCO-88_ILO","912","SHOE CLEANING AND OTHER STREET SERVICES ELEMENTARY OCCUPATIONS",508
"ISCO-88_ILO","9120","Shoe cleaning and other street services elementary occupations",509
"ISCO-88_ILO","913","DOMESTIC AND RELATED HELPERS, CLEANERS AND LAUNDERERS",510
"ISCO-88_ILO","9131","Domestic helpers and cleaners",511
"ISCO-88_ILO","9132","Helpers and cleaners in offices, hotels and other establishments",512
"ISCO-88_ILO","9133","Hand-launderers and pressers",513
"ISCO-88_ILO","914","BUILDING CARETAKERS, WINDOW AND RELATED CLEANERS",514
"ISCO-88_ILO","9141","Building caretakers",515
"ISCO-88_ILO","9142","Vehicle, window and related cleaners",516
"ISCO-88_ILO","915","MESSENGERS, PORTERS, DOORKEEPERS AND RELATED WORKERS",517
"ISCO-88_ILO","9151","Messengers, package and luggage porters and deliverers",518
"ISCO-88_ILO","9152","Doorkeepers, watchpersons and related workers",519
"ISCO-88_ILO","9153","Vending-machine money collectors, meter readers and related workers",520
"ISCO-88_ILO","916","GARBAGE COLLECTORS AND RELATED LABOURERS",521
"ISCO-88_ILO","9161","Garbage collectors",522
"ISCO-88_ILO","9162","Sweepers and related labourers",523
"ISCO-88_ILO","92","AGRICULTURAL, FISHERY AND RELATED LABOURERS",524
"ISCO-88_ILO","921","AGRICULTURAL, FISHERY AND RELATED LABOURERS",525
"ISCO-88_ILO","9211","Farm-hands and labourers",526
"ISCO-88_ILO","9212","Forestry labourers",527
"ISCO-88_ILO","9213","Fishery, hunting and trapping labourers",528
"ISCO-88_ILO","93","LABOURERS IN MINING, CONSTRUCTION, MANUFACTURING AND TRANSPORT",529
"ISCO-88_ILO","931","MINING AND CONSTRUCTION LABOURERS",530
"ISCO-88_ILO","9311","Mining and quarrying labourers",531
"ISCO-88_ILO","9312","Construction and maintenance labourers: roads, dams and similar constructions",532
"ISCO-88_ILO","9313","Building construction labourers",533
"ISCO-88_ILO","932","MANUFACTURING LABOURERS",534
"ISCO-88_ILO","9321","Assembling labourers",535
"ISCO-88_ILO","9322","Hand packers and other manufacturing labourers",536
"ISCO-88_ILO","933","TRANSPORT LABOURERS AND FREIGHT HANDLERS",537
"ISCO-88_ILO","9331","Hand or pedal vehicle drivers",538
"ISCO-88_ILO","9332","Drivers of animal-drawn vehicles and machinery",539
"ISCO-88_ILO","9333","Freight handlers",540
"ISCO-88_ILO","0","ARMED FORCES",541
"ISCO-88_ILO","01","ARMED FORCES",542
"ISCO-88_ILO","011","ARMED FORCES",543
"ISCO-88_ILO","0110","Armed forces ",544
